sentence	utterance
I do not always have to be,okay, okay.	['be is related to exist', 'being is related to to be']
Wow! Imagine what our kids would look like!	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'observe is related to look', 'look is related to seeing']
I'd love to show ya, but I just tucked her in.	['You can use a show to entertain', 'a show is used for entertainment', '*Something you find at a show is seats', 'You are likely to find an audience in a show', 'You are likely to find a show in a theatre', '*Something you find at a show is an actor', '*Something you find at a show is an entertainer', '*Something you find at a show is a seat', 'Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love']
I can't believe it.  Can I tell you something? I'm a little mad at him now.	['mad is a synonym of harebrained', 'mad is a synonym of huffy', 'mad is a synonym of delirious', 'mad is a synonym of brainsick', 'believe is related to faith', 'little is related to small', 'little is related to tiny', 'baby is related to little', 'If you want to forgive someone then you should tell them', 'You would mail a letter because you want tell someone something', 'explain is related to tell']
So, I'm sorry I just don't think we should go away together yet.	['If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'regret is related to sorry']
And protected them from a tornado?	['waterspout is a type of tornado', 'A tornado is a powerful force of nature']
When are you coming home?	['']
See, there you go, the cleansing works!	['soap is related to cleansing', 'antiseptic is similar to cleansing', 'purifying is a synonym of cleansing', 'cleansing is similar to antiseptic', 'cleansing is a synonym of ablutionary', 'cleansing is a synonym of cleaning']
Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.	['leg is related to foot', 'leg is related to body', 'leg is related to limb', 'leg is related to appendage', 'leg is related to part', 'leg is related to body part', 'A leg is part of a table', 'feet is related to leg']
Oh yeah. First off all, chasing the Churo guy isn't jogging.	['fellow is related to guy', 'man is related to guy', 'yea is a synonym of yeah']
Well, I'd gotten Judy pregnant. I still don't know how that happened.	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'pregnant is similar to with child', 'pregnant is a synonym of fraught', 'pregnant is a synonym of significant']
Was it not pain-free?	['']
No!	['']
Oh, you say someone's name enough, they turn around.	['a name is something that is used to identify something or someone', 'name is related to person', 'name is related to title', 'name is related to personal', 'name is related to label', 'a name is for labeling things', 'mark is related to name', 'name is related to identity', 'call is related to someone', 'someone is a synonym of person']
"And it came out, ""Squatternut buash?"""	['']
I didn't know you and Carol were getting divorced, I'm sorry.	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'regret is related to sorry']
Uh, listen, I need that broiling pan that Joey borrowed the other day.	"['listen is related to hear', 'You would listen because you want learn', 'If you want to listen then you should stop talking', 'Something you need to do before you listen is pay attention', '""Something that might happen when you listen is youll learn something""', 'If you want to hear music then you should listen', 'Something that might happen when you listen is you learn', 'Something that might happen when you talk to someone is that they listen', 'birthday is related to day', 'morning is related to day', 'day is related to time', 'evening is related to day', 'day is related to week', 'foreign is related to other', 'A pan can be used for cooking', 'a pan is used for frying', 'You are likely to find a pan in the pantry', 'You are likely to find a pan in an oven', 'a pan is for frying food']"
Me too! There's a game on Tuesday, do you wanna go?	['Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
Uh-huh!	['']
And, uh, I don't know if you got any of that, but I would really like a copy of the tape.	['copy is related to duplicate', 'copy is related to xerox', 'paste is related to copy', 'You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'tape is sticky', 'record is related to tape', 'recording somethign requires tape', 'If you want to record somethign then you should tape it', 'You would buy presents for others because you like them', 'like is related to love', 'servant is related to like', 'Something that might happen as a consequence of watching a film is you like it', 'You would entertain someone because you like them', 'like is related to similar', 'squirrel is related to like']
Oh, no, no. I just meant hypothetically.	['']
Well, I like it. Here you go.	['']
Whoa, whoa, whoa.	['']
Okay?	['']
You and I, we're interfacing.	['']
Alright, I'm gonna go pick up a few things for the trip.	"['Something you need to do before you fall is trip', '""a person doesnt want to trip""', 'Something that might happen when you dance is trip', 'Something you might do while walking is trip', 'Something you might do while running after the ball is trip', 'trip is related to journey', 'choose is related to pick', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'few is not many', 'few is related to little', 'few is the opposite of many', 'few is related to number']"
So now I have to go so he'll think that I'm totally ok with seeing him!	['a-ok is a synonym of a-okay', 'OK is a synonym of O.K.', 'OK is a synonym of Oklahoma', 'If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
And did he?	['']
You're gonna have to tell me how you did that.	['If you want to forgive someone then you should tell them', 'You would mail a letter because you want tell someone something', 'explain is related to tell']
All right.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct']
No	['']
I mean, you and I we're just, y'know, we're nothing, we're goofin' around.	['none is related to nothing', 'space is related to nothing']
Uh-huh, well! But umm, still I'm-I'm mad at you.	['mad is a synonym of harebrained', 'mad is a synonym of huffy', 'mad is a synonym of delirious', 'mad is a synonym of brainsick']
Okay, are you aware unagi  is an eel?	['aware is a synonym of mindful', 'aware is a synonym of cognizant', '*Something you find under water is an eel']
Paper cut!	['cut is related to knife', 'wound is related to cut', 'cut is related to slice', 'scissors are used to cut', 'cut is related to scissors', 'cut is related to action']
Just a sec, give me a minute to wake up for this,Ah-ha-ha!!	['minute is related to time', 'minute is related to seconds', 'minute is related to sixty', 'minute is related to hour', 'minute is related to sixty seconds', 'sec is similar to dry', 'sec is a synonym of second', 'dry is similar to sec', 'unsweet is a synonym of sec', 'SEC is a synonym of Securities and Exchange Commission', 'sec is a synonym of secant', 'offer is related to give', 'provide is related to give', 'pay is related to give', 'surrender is related to give', 'feed is related to give', 'arise is related to wake']
Uh, Rachel's here, so good luck man, let me know how it works out.	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'boy is related to man', 'man is related to person', 'fellow is related to man', 'father figure is a type of man', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good', 'fortune is related to luck', 'a person wants luck', 'chance is related to luck', 'drop is related to let', 'let is related to allow', 'let is related to rent', 'let is related to permit']
All right, okay, well, apparently not!	['go is similar to a-okay', 'okay is a synonym of all right', 'a-ok is a synonym of a-okay', 'a-okay is similar to go', 'okay is a synonym of approve', 'okay is a synonym of hunky-dory', 'okay is a synonym of O.K.', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct']
That's easy for you to say, you weren't almost just killed.	['say is related to speak', 'repeat is related to say', 'say is related to talk', 'mention is related to say', 'difficult is not easy', 'easy is not hard', 'easy is not difficult', 'easy is related to simple']
I don't think you could ever do that.	['do is related to action', 'repeat is related to do', 'play is related to do', 'If you want to contemplate then you should think', 'If you want to create an idea then you should think', 'Something you might do while answering questions is Think', 'One of the things you do when you analyse something is think', 'One of the things you do when you contemplate is think', 'If you want to answer questions then you should think', 'Something you need to do before you talk to someone is think']
Yes, I know, but her friend sounds like such a...	"['a friend is for confiding', 'dog is related to friend', 'An activity a friend can do is talk', 'a friend is used for companionship', 'friend is related to buddy', 'enemy is not friend', 'friend is related to pal', '""*Something you find at a friends wedding is your friend""', 'A friend can come over', 'A friend can keep a secret', 'enemy is the opposite of friend']"
Chandler?	['']
Uh, I'm gonna kill myself!	['Something you need to do before you kill someone is get a weapon', 'You can use a gun to kill someone', 'kill is related to murder', 'Something that might happen when you kill is someone or something dies', 'Something that might happen when you kill is you feel remorse', 'If you want to kill then you should have a weapon', 'If you want to kill someone then you should murder them']
Thanks, but I kinda have a problem to deal with here.	['deal is related to cards', 'deal is related to agreement', 'deal is related to bargain', 'Something that might happen when you play cards is you deal', 'a puzzle is a problem', 'trouble is related to problem', 'problem is related to math', 'problem is related to issue', 'problem is related to solution']
Yeah!	['']
Hey! It's starting to snow.	['snow is related to white', 'snow is related to cold', 'snow is related to winter', 'snow is related to precipitation', 'snow is related to rain', 'snow is related to frozen', 'snow is related to water', 'You are likely to find snow in the mountains', 'snow is related to flakes']
Look, please, please don't go anywhere, okay?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'You would entertain someone because you want please them', 'please is related to asking', 'please is related to request', 'please is related to polite']
He's right, even if it's to say something complementary.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'complemental is a synonym of complementary', 'antonymous is similar to complementary', 'completing is a synonym of complementary', 'complementary is a synonym of complementary color', 'additive is similar to complementary', 'complementary is similar to additive', 'say is related to speak', 'repeat is related to say', 'say is related to talk', 'mention is related to say']
Hey, does somebody wanna hand me one of those tiles.	['somebody is a synonym of person', 'Na is a synonym of sodium', 'hand is related to fingers', 'hand is related to arm', 'finger is related to hand', 'hand is related to body', 'hand is related to part', 'hand is related to five', 'hand is related to body part']
Chloe, switch with me, there's some guys here that got a crush on you.	['switch is a synonym of interchange', 'smash is related to crush']
I'm the supply manager.	['a manager can chair a meeting', 'paint is related to supply']
What did you want to show us? Because all I can see is this bitchin van	['need is related to want', 'desire is related to want', 'van is a type of camper', 'moving van is a type of van', 'van is a type of car', 'You can use a show to entertain', 'a show is used for entertainment', '*Something you find at a show is seats', 'You are likely to find an audience in a show', 'You are likely to find a show in a theatre', '*Something you find at a show is an actor', '*Something you find at a show is an entertainer', '*Something you find at a show is a seat', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see']
You still love me?	['Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love']
No! I'm so happy for them!	['smile is related to happy', 'You would sing because you are happy', 'glad is related to happy', 'birthday is related to happy', 'happy is related to emotion', 'some people are happy', 'The effect of giving a gift is happy', 'You would smile because you are happy']
Look I never should have kissed your girlfriend, but I'm	['girlfriend is a type of lover', 'have is related to possess', 'have is related to own', 'must is related to have', 'need is related to have']
Lovely	['']
Well ah, I've been doing a lot of thinking, and I look at my life	['much is related to lot', 'lot is related to parking', 'many is related to lot', 'crowd is related to lot', 'thinking requires a brain', 'Something you might do while writing is thinking', 'The effect of thinking is ideas', 'your brain is used for thinking', 'thinking is for solving problems', 'mind is for thinking', 'Something you need to do before you answer questions is thinking', 'thinking is for deciding something', 'death is part of life.', 'water is life', 'Life is finite', 'Life is for living', 'The effect of living is life', '*Something you find on earth is life', 'a person wants life', 'life is good']
I'm the ruptured spleen.	['spleen is a part of lymphatic system', 'spleen is a synonym of irascibility', 'spleen is a type of lymphatic tissue']
Why?	['']
Oh-oh, that's a risky little game!	['Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'risky is a synonym of hazardous', 'risky is a synonym of high-risk', 'little is related to small', 'little is related to tiny', 'baby is related to little']
Oh, come on!	['return is related to come', 'arrive is related to come']
Cause all I ever get to do now is pregnant stuff, it just bums me out.	['pregnant is similar to with child', 'pregnant is a synonym of fraught', 'pregnant is a synonym of significant', 'Something you need to do before you get something is ask for it', 'If you want to get something then you should reach for it', 'get is related to receive', 'get is related to acquire', 'get is related to obtain', '*Something you find at a bus stop is bums', 'bums can be found in alleys', '*Something you find in a park is bums', 'a train station is for Bums', '*Something you find under a bridge is bums', 'property is related to stuff', 'do is related to action', 'repeat is related to do', 'play is related to do']
Hey.	['']
This-this, no, oh no, no-no-no, this is not,that's-that's not what it is.	['']
Whoa, maybe I was!	['']
Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?	['go is similar to a-okay', 'okay is a synonym of all right', 'a-ok is a synonym of a-okay', 'a-okay is similar to go', 'okay is a synonym of approve', 'okay is a synonym of hunky-dory', 'okay is a synonym of O.K.', 'look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'observe is related to look', 'look is related to seeing']
Well, umm, my Mom's friend, Phoebe, is actually my birth Mom.	"['birthday is related to birth', 'born is related to birth', 'a friend is for confiding', 'dog is related to friend', 'An activity a friend can do is talk', 'a friend is used for companionship', 'friend is related to buddy', 'enemy is not friend', 'friend is related to pal', '""*Something you find at a friends wedding is your friend""', 'A friend can come over', 'A friend can keep a secret', 'enemy is the opposite of friend']"
Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.	['dismantle is a synonym of level', 'dismantle is a synonym of disassemble', 'dismantle is a synonym of strip', 'a stethoscope is a device', 'A bomb is a device', 'scale is related to device', 'eye is related to device', 'clock is related to device', 'A musical instrument is a device', 'phone is related to device', 'drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go', 'nuclear is used in the context of biology']
Okay, Janice. Janice. You gotta give me Janice. That wasn't about being picky.	['offer is related to give', 'provide is related to give', 'pay is related to give', 'surrender is related to give', 'feed is related to give', 'picky is a synonym of finical']
That oughta do it.	['']
Hey.	['']
All right I'll have one.	['turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'have is related to possess', 'have is related to own', 'must is related to have', 'need is related to have']
Ross umm, there's something that I've got to tell you, there's-there's someone else.	['call is related to someone', 'someone is a synonym of person', 'If you want to forgive someone then you should tell them', 'You would mail a letter because you want tell someone something', 'explain is related to tell']
Yeah, I mean, it would be rude to them for us to leave now.	"['""A person doesnt want to be rude""', 'leave is related to go', 'be is related to exist', 'being is related to to be']"
Twenty-one hours, you're a hero.	['']
No, I know, but I,he just went on.	['']
Okay, now much have you won so far?	['']
It's my friends.	['']
No!! You have been screwing us all day!	['birthday is related to day', 'morning is related to day', 'day is related to time', 'evening is related to day', 'day is related to week']
I did not mean to touch that,I mean	['touch is related to sense', 'touch is related to feeling', 'touch is related to feel', 'touch is related to fingers', 'touch is related to finger', 'touch is related to contact', 'touch is related to hand', 'People can be mean', 'average is related to mean']
I'm supposed to teach a graduate seminar there in ten minutes.	['Something that might happen when you pass your university exams is you graduate', 'You would express information because you want to teach somebody', 'a teacher wants to teach', 'seminar is a type of conference', 'seminar is a type of course', 'feet is related to ten']
I was thkinking about maybe going into the Robot.	['']
Oh well. It probably would've been the most constructive solution.	['constructive is similar to positive', 'structural is similar to constructive', 'constructive is similar to structural', 'positive is similar to constructive', 'inferential is similar to constructive', 'positive is related to constructive', 'constructive is similar to inferential', 'constructive is similar to formative', 'constructive is similar to reconstructive', 'constructive is similar to formative', 'constructive is similar to creative', 'answer is related to solution', 'problem is related to solution']
Nothing. It's just old and dingy, that's all.	['dingy is a synonym of disconsolate', 'dingy is a synonym of begrimed', 'dingy is a synonym of muddied', 'age is related to old', 'record is related to old', 'ancient is related to old', 'ruin is related to old', 'old is not young']
Yeah?	['']
Uh-huh!	['']
The end.	['end is related to finish', 'end is not beginning']
Ah, oh, hang on a second. Come in, come in. All right, so think about it, and call me back.	['call is related to phone', 'call is related to telephone', 'You would remember a phone number because you want to call someone', 'call is related to ring', 'call is related to action', 'If you want to meet a friend then you should call them', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'hang is related to noose', 'hang is related to death', 'hang is related to suspend', 'hang is related to rope', 'return is related to come', 'arrive is related to come', 'first is related to second', 'minute is related to second']
Pheebs?	['']
Yeah. Yeah, that's what you need a good .. pill.	['first is related to second', 'minute is related to second', 'Sex is good', 'Good can battle evil', 'quality is related to good', 'some people are good', 'Good is the opposite of Evil', 'great is related to good', 'cake is related to good', 'excellent is related to good', 'a pill is for medicine', '*Something you find in a cabinet is a pill', 'pill is related to medicine']
Hey!	['']
Can't do it, can you?	['do is related to action', 'repeat is related to do', 'play is related to do']
Yeah, she's fired.	['']
Nope. Op, wait! There he goes.	['One of the things you do when you fish is wait']
Hey, do you know a six-letter word for red?	['a word is part of a sentence', 'a verb is a word', 'a letter is part of a word', 'A word is part of language', 'word is related to sentence', 'a word can mean things', 'earth is a word', 'a word can mean more than one thing', 'apple can be red', 'apple is related to red', 'color is related to red', 'blood is related to red', 'stop is related to red', 'You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know']
Okay?	['']
I know but it's so hard! Nothing rhymes with your stupid name!	['a name is something that is used to identify something or someone', 'name is related to person', 'name is related to title', 'name is related to personal', 'name is related to label', 'a name is for labeling things', 'mark is related to name', 'name is related to identity', 'people can be stupid', 'metal is related to hard', 'Most rocks are hard', 'difficult is related to hard', 'Ice is hard', 'bone is related to hard', 'Stones are hard', 'rock is related to hard']
Take a couple deep breaths.	['The oceans are deep', 'a couple can tie the knot', 'A couple is two', 'An activity a couple can do is watch a movie', 'a couple can row about anything']
No no, you don't have to fly back, really.	['have is related to possess', 'have is related to own', 'must is related to have', 'need is related to have', 'a fly is a insect', 'fly is related to insect', 'a kite can fly', 'Flies can fly', 'pigs do not fly', 'An activity mosquitoes can do is fly', 'A mosquito can fly', 'a bird wants to fly']
What?	['']
Okay?	['']
Hi, Joey. Well well, look what you brought. Very nice.	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'observe is related to look', 'look is related to seeing', 'sex is nice', 'kind is related to nice', 'family is nice', 'Some people are nice']
What was that?!	['']
Yeah?	['']
On the other hand in um, in about seven months you're gonna have something that you're gonna love more than any guy you've ever gone out with.	['foreign is related to other', 'hand is related to fingers', 'hand is related to arm', 'finger is related to hand', 'hand is related to body', 'hand is related to part', 'hand is related to five', 'hand is related to body part', 'Love would make you want to kiss someone', 'love would make you want to propose to a woman', 'love is a feeling', 'Love would make you want to forgive someone', 'You would propose to a woman because you love her', 'You are likely to find a human in love', 'fellow is related to guy', 'man is related to guy']
That is the coast guard!	['A guard can sound the alarm', 'guard is related to security', 'guard is related to person', 'guard is related to protect', 'guard is related to protection', 'coast is related to beach', 'coast is related to ocean', 'coast is related to edge', 'coast is related to shore', 'coast is related to sea', 'coast is related to land', 'coast is related to shoreline', 'coast is related to water', 'coast is related to line']
Ah well, this is the living room.	['home is related to living', 'room is related to living', 'house is related to living', 'animal is related to living', 'The effect of living is dying', 'a home is for living', 'breathing is for living', 'Life is for living', 'Something that might happen as a consequence of living is death', 'room is related to house', 'class is related to room', 'room is related to space', 'room is related to walls', 'room is related to living', 'cell is related to room', 'hall is related to room']
Oh, hey, look, I found coffee! Okay, let's skedaddle.	['look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'observe is related to look', 'look is related to seeing', 'skedaddle is a way to run', 'skedaddle is a type of escape', 'drop is related to let', 'let is related to allow', 'let is related to rent', 'let is related to permit', 'coffee is a stimulant', 'Coffee contains caffeine', 'Coffee is served hot', 'You are likely to find coffee in a coffee shop.', 'You are likely to find a sugar in coffee', 'a mug is used for coffee', 'Coffee is made from coffee beans', 'hey is a synonym of hello']
I wasn't by myself. I had a doctor, a nurse, and a helper guy. So, did you see who won the game?	['doctor is related to medical', '*Something you find at the doctor is a stethoscope', 'a veterinarian is a doctor', '*Something you find at the doctor is an examination table', '*Something you find at the doctor is a tongue depressor', 'a surgeon is a doctor', 'A doctor can help a sick person', 'doctor is related to profession', 'A nurse can care for a patient', '*Something you find at a hospital is a nurse', 'the nurse can page the doctor', 'a nurse can resuscitate someone.', 'eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', 'servant is related to helper', 'Polo is a game', 'football is a type of game', 'Baseball is a game', 'Chess is a game', 'game is related to play', 'game is related to fun', 'fellow is related to guy', 'man is related to guy']
I just called a friend of mine.	"['a mine is a weapon', 'mine is related to coal', 'a friend is for confiding', 'dog is related to friend', 'An activity a friend can do is talk', 'a friend is used for companionship', 'friend is related to buddy', 'enemy is not friend', 'friend is related to pal', '""*Something you find at a friends wedding is your friend""', 'A friend can come over', 'A friend can keep a secret', 'enemy is the opposite of friend']"
"Even if people are on it!"""	['']
I-I'm really sorry. It's just that I	['regret is related to sorry']
Yeah well that's because uh .. I stayed in my room. Yeah, you don't want to look in my hamper.	['need is related to want', 'desire is related to want', 'look is related to see', 'view is related to look', 'If you want to examine a thing then you should look', 'look is related to glance', 'look is related to eyes', 'watch is related to look', 'observe is related to look', 'look is related to seeing', 'room is related to house', 'class is related to room', 'room is related to space', 'room is related to walls', 'room is related to living', 'cell is related to room', 'hall is related to room', 'clothes hamper is a type of hamper']
I guess you'd know that, being one of the two of us, though, right?	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know']
Some guy bought it. I'm sorry. I tired to stop it but they put me in jail!	['stop is related to sign', 'stop is related to red', 'stop is related to halt', 'stop is not go', 'You are likely to find a stop in an organ', '*Something you find in jail is a prisoner', '*Something you find in jail is criminals', '*Something you find in jail is convicts', 'You are likely to find a human in jail', '*Something you find in jail is guards', '*Something you find in jail is prisoners', 'cell is related to jail', '*Something you find in jail is a criminal', '*Something you find in jail is bars', '*Something you find in jail is prostitutes', 'regret is related to sorry', 'fellow is related to guy', 'man is related to guy']
Almost! But first, we gotta start.	['start is related to beginning', 'start is related to begin', 'one is related to first', 'first is related to second', 'first is related to before', 'first is related to before second', 'first is related to number', 'Ta is a synonym of tantalum']
You building a post office?	['*Something you find at the office is computers', '*Something you find at the office is a chair', 'You are likely to find a pen in an office.', 'desk is related to office', 'office is related to work', '*Something you find in the office is a telephone', 'post is related to mail', 'letter is related to post', 'post is related to fence', 'post is related to after']
Stick to the list.	['distribution list is a type of list', 'list is a synonym of number', 'hit parade is a type of list', 'index is a way to list', 'short list is a type of list', 'key is a type of list']
Uh yes! Thank you.	['']
And then for forgetting to invite you to it.	['Something you need to do before you have friends over is invite them']
So Ross, how umm, how did it go with Bonnie?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
What are you up too?	['']
Yes it is.	['']
So how'd it go?	['drop is related to go', 'leave is related to go', 'turn is related to go', 'stop is not go', 'climb is related to go', 'ready is related to go']
What is the matter with your face?!	['atom is related to matter', 'eye is related to face', 'nose is related to face', 'You are likely to find a nose in your face', 'face is related to head', 'face is related to eyes', 'mouth is related to face']
It would be nice to have a little guarantee though.	['sex is nice', 'kind is related to nice', 'family is nice', 'Some people are nice', 'little is related to small', 'little is related to tiny', 'baby is related to little', 'be is related to exist', 'being is related to to be', 'have is related to possess', 'have is related to own', 'must is related to have', 'need is related to have']
Then we went to this bar and he hooked us up with all these women!	['bar is related to place', 'bar is related to drinking', 'soap is related to bar', 'bar is related to pub', 'bar is related to drinks', 'bar is related to alcohol', 'a bar is a place', '*Something you find at a bar is beer']
I've never loved anybody as much as I love you.	['Anybody can forget anything', 'much is related to lot', 'much is the opposite of little', 'price is related to much']
No just, nobody press on my stomach.	['*Something you find in a stomach is food', 'belly is related to stomach', 'press is related to push', 'press is related to down', 'press is related to iron', 'press is related to button', 'nobody is a synonym of cipher']
Umm, would you please excuse me for a moment?	['You would entertain someone because you want please them', 'please is related to asking', 'please is related to request', 'please is related to polite', 'moment is related to time']
No.	['']
Am I out of control?	['']
If you wanna put a label on it.	['put is related to place', 'name is related to label']
But I'm the host!	['a Host can welcome guests', 'A host can welcome a guest']
I can see it from right here. It'll cost you one husband.	['eye is related to see', 'look is related to see', 'view is related to see', 'a person wants to see', 'window is related to see', 'clear is related to see', 'glass is related to see', 'turn is related to right', 'a person wants to be right', 'right is related to direction', 'right is related to correct', 'widow is related to husband', 'price is related to cost', 'cost is related to value', 'cost is related to amount', 'cost is related to money', 'expense is related to cost']
Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!	['minute is related to time', 'hour is related to time', 'clock is related to time', 'watch is related to time', 'morning is related to time', 'evening is related to time', 'time is related to minutes', 'fact is related to true', 'the world is round', 'The world is diverse', 'earth is related to world', 'The world is a big place', 'Our world is the earth', 'You are likely to find a world in space', 'You are likely to find a world in a galaxy', 'The world is where we live']
Seriously, it's moving!	['']
Carol called me to thank me for the lasagna, I asked, she told me.	"['If you want to thank someone then you should say', '""Thank you""', 'Something that might happen when you help someone is that they thank you', 'One of the things you do when you thank someone is show your appreciation', 'Something that might happen when you get some money from someone is you thank them', '*Something you find on a plate is lasagna', 'lasagna is a form of pasta']"
Look now, Phoebe remember, hey, their just fulfilling their Christmas....	['hey is a synonym of hello']
No, no, no, it's flattery.	['']
Yeah, she couldn't live without the Chan Love.	['home is related to live', 'Something you need to do before you live is be born', 'The last thing you do when you Live is Die', 'You would breathe because you want live', 'One of the things you do when you live is breathe', 'Humanity wants to live', 'Something you need to do before you die is live']
No Blanche she is upset because they keep changing the taste of coke.	['taste is related to sense', 'taste is related to tongue', 'taste is related to mouth', 'taste is related to food', 'taste is related to flavor', 'Coke is a soda', 'Coke is a beverage', 'upset is a type of disturbance', 'turnover is a synonym of upset', 'upset is a way to get the better of', 'bewilder is a way to upset', 'inhibit is a way to upset', 'touch a nerve is a synonym of upset']
No Rose, she is depressed because Marvel had manners on only once a week	['You would hit the bottle because you are depressed', 'depressed is used in the context of biology', 'depressed is a synonym of down in the mouth', 'You would eat ice cream because you are depressed', 'depressed is similar to low', 'depressed is similar to thin', 'thin is similar to depressed', 'low is similar to depressed', 'down is a synonym of depressed', 'week is related to days', 'week is related to seven', 'week is related to seven days', 'day is related to week', 'week is related to time']
No Rose, I am nervous because Sonny Bono gets elected mayor of Palm Springs, he is gonna make all the postmens wear leather bell bottoms and a fur vest.	"['make is related to create', 'manufacture is related to make', 'offer is related to make', 'produce is related to make', 'build is related to make', 'polish is related to make', 'nervous is a synonym of aflutter', '""a person doesnt want to be nervous""', 'nervous is a synonym of skittish', 'wool is related to fur', 'cats have fur', 'Mammals have fur', 'bears have fur', 'animals have fur', 'fur is used for keeping animals warm', 'fur is for keeping an animal warm', 'robe is a synonym of vest', 'waistcoat is a synonym of vest', 'a mayor is for running a town', 'You are likely to find a mayor in a town hall', 'You are likely to find a mayor in a town', 'the mayor can present an award', 'a mayor is used for leadership', 'a mayor is for leading a city', 'You are likely to find a mayor in City Hall', 'You can use a mayor to govern your town', 'bell is related to ringing', 'bell is related to church', '*Something you find at church is a bell', 'bell is related to ring', 'bell is related to instrument', '*Something you find at school is a bell']"
Oh yes Blanche, about a half hour ago. But now I have hidden her again so you can find her.	['hour is related to time', 'hour is related to minutes', 'hour is related to sixty', 'minute is related to hour', 'hour is related to sixty minutes', 'hour is related to measurement', 'half is a type of part', 'half is a part of basketball', 'first half is a type of half', 'half is a part of football', 'second half is a type of half', 'discover is related to find', 'find is related to search', 'find is related to locate', 'find is related to seek']
I don't know Rose, maybe Marry Poppins has an Italian cousin.	['You would find information because you want to know something', 'You would read the news because you want to know', 'You would learn because you want to know something', 'You would read a book because you want to know', 'A stranger is somebody you do not know', 'first cousin is a synonym of cousin']
